IDNO	LINE	BDNO	BCNO	FR_CODE	FR_SEQ	CAR_FAMILY	CAR_NAME	RS_DATETIME	RF_DATETIME	STAYRESULT
7111240229	1	12784	966	920	J018761	    	CF	2015-11-23 18:44:42.000	2015-11-23 19:26:47.000	42
7111240230	1	12783	965	917	J068347	    	CF	2015-11-24 08:36:19.000	NULL	NULL
7111240232	1	12769	952	917	J068344	    	CF	2015-11-24 09:44:03.000	2015-11-24 10:14:37.000	30
7111240233	1	12543	726	917	J068293	    	CF	2015-11-23 13:42:05.000	2015-11-23 15:04:02.000	82
7111240238	1	13220	401	920	J018795	    	CF	2015-11-24 08:02:02.000	2015-11-24 09:35:01.000	83
7111240242	1	13160	341	921	J050307	    	CF	2015-11-24 07:53:54.000	2015-11-24 08:53:13.000	50
7111240243	1	12937	119	921	J050267	    	CF	2015-11-24 14:26:20.000	NULL	NULL
7111240245	1	12874	056	921	J050257	    	CF	2015-11-23 20:13:27.000	2015-11-24 10:29:59.000	18
7111240248	1	12739	922	921	J050230	    	CF	2015-11-24 08:35:49.000	NULL	NULL
7111240251	1	13067	249	921	J050290	    	CF	2015-11-24 06:32:57.000	2015-11-24 07:34:17.000	62
7111240257	1	12983	165	917	J068391	    	CF	2015-11-24 13:14:07.000	2015-11-24 15:49:29.000	111
7111240274	1	12797	979	916	J058586	    	CF	2015-11-23 19:34:50.000	2015-11-23 20:38:06.000	64
7111240279	1	12821	003	916	J058591	    	CF	2015-11-24 10:49:05.000	2015-11-24 10:49:05.000	96
7111240294	1	12579	762	916	J058537	    	CF	2015-11-23 15:12:20.000	2015-11-23 15:26:31.000	11
7111240297	1	13076	258	916	J058651	    	CF	2015-11-24 06:54:49.000	2015-11-24 07:43:54.000	49
7111240300	1	13127	308	921	J050301	    	CF	2015-11-24 22:10:30.000	2015-11-25 20:33:05.000	968
7111240348	1	12996	178	920	J018779	    	CF	2015-11-24 12:23:13.000	2015-11-24 14:46:54.000	41
7111240352	1	13330	511	920	J018803	    	CF	2015-11-24 10:18:45.000	2015-11-24 12:13:42.000	70
7111240354	1	13394	575	920	J018809	    	CF	2015-11-24 12:27:53.000	2015-11-24 13:16:09.000	49
7111240361	1	12719	902	920	J018759	    	CF	2015-11-23 17:42:59.000	2015-11-23 18:40:42.000	48
7111240373	1	12879	061	920	J018768	    	CF	2015-11-23 21:54:49.000	2015-11-23 23:05:41.000	71
7111240375	1	13467	647	920	J018815	    	CF	2015-11-24 14:02:35.000	2015-11-25 02:00:36.000	2
7111240378	1	12952	134	920	J018774	    	CF	2015-11-23 23:09:24.000	2015-11-24 00:04:12.000	45
7111240391	1	12893	075	917	J068371	    	CF	2015-11-24 09:49:13.000	2015-11-24 10:16:21.000	27
7111240413	1	13046	228	917	J068406	    	CF	2015-11-24 00:56:27.000	2015-11-24 07:29:29.000	128
7111240421	1	12558	741	917	J068299	    	CF	2015-11-23 14:03:15.000	2015-11-23 15:36:44.000	83
7111240422	1	12822	004	917	J068357	    	CF	2015-11-23 19:22:46.000	2015-11-23 21:55:46.000	108
7111240427	1	13204	385	917	J068438	    	CF	2015-11-24 08:28:52.000	2015-11-24 09:18:54.000	40
7111240435	1	13080	262	917	J068412	    	CF	2015-11-24 06:44:22.000	2015-11-24 07:33:57.000	49
7111240442	1	13326	507	917	J068465	    	CF	2015-11-24 10:16:28.000	2015-11-24 12:12:42.000	71
7111240448	1	13280	461	917	J068457	    	CF	2015-11-24 09:37:48.000	2015-11-24 10:25:33.000	48
7111240449	1	13347	528	917	J068470	    	CF	2015-11-24 18:42:48.000	2015-11-24 19:08:42.000	26
7111240455	1	13430	610	917	J068489	    	CF	2015-11-24 13:12:54.000	2015-11-24 14:02:01.000	40
7111240457	1	12925	107	917	J068378	    	CF	2015-11-24 09:55:01.000	2015-11-24 13:45:23.000	52
7111240461	1	13228	409	917	J068444	    	CF	2015-11-24 16:03:22.000	2015-11-24 16:41:31.000	11
7111240465	1	13412	592	917	J068483	    	CF	2015-11-24 12:46:46.000	2015-11-24 13:23:27.000	37
7111240467	1	12640	823	917	J068317	    	CF	2015-11-23 23:17:06.000	2015-11-24 00:25:55.000	15
7111240473	1	12905	087	917	J068372	    	CF	2015-11-23 21:28:34.000	2015-11-23 22:02:33.000	34
7111240475	1	12886	068	917	J068369	    	CF	2015-11-23 21:53:11.000	2015-11-24 07:56:33.000	328
7111240476	1	13019	201	917	J068400	    	CF	2015-11-24 12:31:12.000	2015-11-24 15:41:30.000	133
7111240487	1	13424	604	917	J068488	    	CF	2015-11-24 12:49:34.000	2015-11-24 13:51:11.000	52
7111240488	1	13373	554	917	J068476	    	CF	2015-11-24 11:52:56.000	2015-11-24 12:30:51.000	38
7111240502	1	12565	748	917	J068301	    	CF	2015-11-23 22:22:12.000	2015-11-24 00:07:59.000	83
7111240512	1	12610	793	917	J068310	    	CF	2015-11-23 15:08:22.000	2015-11-23 16:43:51.000	58
7111240516	1	12678	861	917	J068324	    	CF	2015-11-23 16:51:52.000	2015-11-23 17:26:46.000	35
7111240517	1	13186	367	917	J068436	    	CF	2015-11-24 07:51:11.000	2015-11-24 08:49:40.000	48
7111240521	1	13275	456	917	J068455	    	CF	2015-11-24 09:33:46.000	2015-11-24 10:18:24.000	45
7111240531	1	13354	535	917	J068471	    	CF	2015-11-24 11:38:52.000	2015-11-24 12:26:23.000	48
7111240543	1	13072	254	917	J068409	    	CF	2015-11-24 00:14:20.000	2015-11-24 01:24:59.000	60
7111240544	1	13100	281	917	J068417	    	CF	2015-11-24 07:02:05.000	2015-11-24 08:58:03.000	106
7111240552	1	13075	257	917	J068410	    	CF	2015-11-24 19:24:38.000	2015-11-24 22:48:43.000	62
7111240563	1	13215	396	916	J058682	    	CF	2015-11-24 08:45:51.000	2015-11-24 10:06:36.000	81
7111240575	1	12920	102	916	J058615	    	CF	2015-11-23 22:22:48.000	2015-11-23 23:22:19.000	60
7111240580	1	13376	557	916	J058718	    	CF	2015-11-24 11:54:38.000	2015-11-24 13:06:57.000	72
7111240583	1	13316	497	916	J058704	    	CF	2015-11-24 10:17:21.000	2015-11-24 11:41:48.000	39
7111240588	1	13401	582	916	J058724	    	CF	2015-11-24 22:11:51.000	2015-11-24 22:35:28.000	24
7111240618	1	13161	342	916	J058668	    	CF	2015-11-24 15:32:22.000	2015-11-24 18:13:38.000	103
7111240633	1	12711	894	916	J058569	    	CF	2015-11-23 17:52:03.000	2015-11-23 19:54:35.000	112
7111240643	1	13287	468	916	J058697	    	CF	2015-11-24 09:45:25.000	2015-11-24 10:20:11.000	35
7111240653	1	13322	503	916	J058706	    	CF	2015-11-24 18:05:18.000	2015-11-24 18:10:05.000	5
7111240655	1	12975	157	916	J058628	    	CF	2015-11-23 23:42:46.000	2015-11-23 23:56:16.000	14
7111240676	1	12765	948	916	J058580	    	CF	2015-11-24 06:56:40.000	2015-11-24 07:27:45.000	4
7111240681	1	12853	035	916	J058599	    	CF	2015-11-23 21:51:31.000	2015-11-23 22:02:22.000	11
7111240688	1	13035	217	916	J058641	    	CF	2015-11-23 23:47:01.000	2015-11-24 01:06:37.000	78
7111240689	1	13177	358	916	J058671	    	CF	2015-11-24 15:01:15.000	2015-11-24 15:25:31.000	14
7111240709	1	13285	466	916	J058696	    	CF	2015-11-24 18:00:06.000	2015-11-24 20:18:18.000	79
7111240712	1	13442	622	916	J058732	    	CF	2015-11-24 17:04:05.000	2015-11-24 17:12:19.000	8
7111240719	1	12548	731	917	J068295	    	CF	2015-11-23 22:15:37.000	2015-11-23 22:53:36.000	38
7111240723	1	12676	859	921	J050218	    	CF	2015-11-24 01:30:36.000	2015-11-24 01:30:36.000	23
7111240725	1	12532	715	916	J058530	    	CF	2015-11-23 20:28:45.000	2015-11-23 20:31:38.000	3
7111240729	1	13121	302	916	J058660	    	CF	2015-11-24 06:32:18.000	2015-11-24 18:50:55.000	51
7111240730	1	12630	813	917	J068315	    	CF	2015-11-23 17:15:08.000	2015-11-23 17:52:28.000	37
7111240734	1	12967	149	917	J068388	    	CF	2015-11-24 11:58:29.000	2015-11-24 12:22:53.000	24
7111240741	1	12909	091	917	J068373	    	CF	2015-11-24 08:48:37.000	2015-11-24 13:21:16.000	91
7111240749	1	12851	033	921	J050252	    	CF	2015-11-23 20:33:01.000	2015-11-23 22:24:38.000	66
7111240751	1	12927	109	921	J050266	    	CF	2015-11-23 22:38:11.000	2015-11-24 01:23:59.000	137
7111240764	1	12621	804	921	J050207	    	CF	2015-11-24 00:24:53.000	2015-11-24 08:53:55.000	22
7111240765	1	12706	889	921	J050224	    	CF	2015-11-23 17:29:40.000	2015-11-23 18:06:14.000	37
7111240768	1	12814	996	921	J050245	    	CF	2015-11-23 20:01:06.000	2015-11-23 21:32:09.000	46
7111240770	1	12993	175	921	J050276	    	CF	2015-11-23 23:57:01.000	2015-11-24 01:38:15.000	68
7111240771	1	13023	205	921	J050282	    	CF	2015-11-23 23:39:30.000	2015-11-24 00:55:48.000	76
7111240775	1	13257	438	921	J050325	    	CF	2015-11-24 09:21:58.000	2015-11-24 13:46:43.000	210
7111240779	1	12960	142	921	J050271	    	CF	2015-11-23 23:11:27.000	2015-11-23 23:54:59.000	33
7111240800	1	13111	292	921	J050298	    	CF	2015-11-24 01:01:03.000	2015-11-24 06:34:19.000	68
7111240805	1	13387	568	921	J050348	    	CF	2015-11-24 11:58:34.000	2015-11-24 12:21:21.000	23
7111240810	1	13295	476	916	J058699	    	CF	2015-11-24 17:31:25.000	2015-11-24 22:30:46.000	13
7111240812	1	13229	410	916	J058684	    	CF	2015-11-24 16:33:56.000	2015-11-24 18:19:51.000	106
7111240815	1	12980	162	916	J058629	    	CF	2015-11-24 12:18:17.000	2015-11-24 13:06:39.000	38
7111240817	1	12994	176	916	J058632	    	CF	2015-11-23 23:40:09.000	2015-11-24 01:32:09.000	102
7111240826	1	13321	502	921	J050337	    	CF	2015-11-24 10:30:49.000	2015-11-24 11:52:32.000	37
7111240838	1	12903	085	038	J020516	    	SV	2015-11-24 09:51:57.000	2015-11-24 13:43:07.000	14
7111240840	1	12645	828	038	J020505	    	SV	2015-11-23 16:57:36.000	2015-11-23 18:26:51.000	89
7111240843	1	12924	106	038	J020517	    	SV	2015-11-24 10:28:35.000	2015-11-24 11:47:38.000	34
7111240844	1	12969	151	038	J020519	    	SV	2015-11-24 10:35:50.000	2015-11-24 12:14:04.000	42
7111240845	1	12785	967	038	J020511	    	SV	2015-11-23 19:59:19.000	2015-11-23 21:25:39.000	41
7111240848	1	13157	338	038	J020527	    	SV	2015-11-24 07:56:08.000	2015-11-24 09:36:48.000	90
7111240852	1	13411	591	038	J020538	    	SV	2015-11-24 13:18:33.000	2015-11-24 14:07:07.000	39
7111240853	1	13434	614	038	J020539	    	SV	2015-11-24 21:33:26.000	2015-11-24 22:22:38.000	9
7111240856	1	12832	014	038	J020513	    	SV	2015-11-23 19:49:36.000	2015-11-24 10:10:33.000	50
7111240863	1	12694	877	038	J020507	    	SV	2015-11-23 17:58:27.000	2015-11-23 18:25:58.000	27
7111240866	1	12948	130	038	J020518	    	SV	2015-11-24 10:17:51.000	2015-11-24 12:38:29.000	22
7111240867	1	12852	034	038	J020514	    	SV	2015-11-23 20:07:56.000	2015-11-23 22:37:59.000	105
7111240869	1	12991	173	038	J020520	    	SV	2015-11-24 11:37:39.000	2015-11-24 12:13:05.000	25
7111240874	1	13294	475	038	J020533	    	SV	2015-11-24 18:54:14.000	2015-11-24 20:20:52.000	15
7111240881	1	13246	427	982	6001154	    	BW	2015-11-24 09:10:52.000	2015-11-24 09:22:29.000	12
7111240883	1	12792	974	984	6005506	    	BW	2015-11-24 14:00:39.000	2015-11-24 14:18:40.000	18
7111240884	1	12616	799	984	6005504	    	BW	2015-11-23 15:17:04.000	2015-11-24 01:52:01.000	21
7111240888	1	13141	322	984	6005508	    	BW	2015-11-24 07:03:18.000	2015-11-24 08:08:50.000	65
7111240889	1	12722	905	984	6005505	    	BW	2015-11-23 20:06:30.000	2015-11-23 22:40:24.000	109
7111240890	1	13008	190	984	6005507	    	BW	2015-11-24 00:04:42.000	2015-11-24 14:53:50.000	4
7111240893	1	12869	051	988	J107234	    	BX	2015-11-23 21:51:23.000	2015-11-23 22:54:24.000	63
7111240901	1	12550	733	988	J107230	    	BX	2015-11-24 07:07:27.000	2015-11-24 07:11:05.000	4
7111240903	1	12686	869	988	J107232	    	BX	2015-11-24 09:16:40.000	2015-11-24 09:30:13.000	14
7111240906	1	13117	298	091	4015416	    	CN	2015-11-24 07:33:42.000	2015-11-24 08:51:26.000	68
7111240908	1	13088	270	090	4002820	    	CN	2015-11-24 13:32:42.000	2015-11-24 15:19:55.000	34
7111240909	1	12710	893	091	4015414	    	CN	2015-11-23 19:35:31.000	2015-11-23 20:05:05.000	30
7111240910	1	13315	496	083	4005393	    	CN	2015-11-24 10:21:12.000	2015-11-24 11:56:07.000	50
7111240911	1	12540	723	083	4005392	    	CN	2015-11-23 14:50:47.000	2015-11-23 15:34:15.000	34
7111240912	1	12660	843	703	J081848	    	CN	2015-11-23 17:38:15.000	2015-11-24 09:41:50.000	38
7111240913	1	12802	984	703	J081852	    	CN	2015-11-24 10:25:40.000	2015-11-24 12:39:50.000	89
7111240914	1	12945	127	703	J081856	    	CN	2015-11-23 22:35:21.000	2015-11-23 23:29:44.000	50
7111240918	1	12887	069	703	J081854	    	CN	2015-11-23 21:50:37.000	2015-11-23 22:10:48.000	20
7111240920	1	12835	017	703	J081853	    	CN	2015-11-23 20:26:07.000	2015-11-24 12:11:50.000	45
7111240922	1	13151	332	703	J081861	    	CN	2015-11-24 07:07:26.000	2015-11-24 09:50:21.000	153
7111240923	1	12998	180	703	J081858	    	CN	2015-11-23 23:21:22.000	2015-11-24 01:08:46.000	94
7111240931	1	13232	413	703	J081864	    	CN	2015-11-24 10:28:22.000	2015-11-24 12:20:28.000	67
7111240937	1	13374	555	703	J081868	    	CN	2015-11-24 12:23:48.000	2015-11-24 13:58:26.000	85
7111250001	1	13483	663	740	0072837	    	CX	2015-11-24 13:13:58.000	2015-11-24 14:05:20.000	42
7111250006	1	13674	854	740	0072861	    	CX	2015-11-24 18:06:05.000	2015-11-25 16:14:08.000	1
7111250007	1	13950	129	740	0072893	    	CX	2015-11-24 23:10:17.000	2015-11-25 14:39:55.000	64
7111250008	1	13697	877	740	0072862	    	CX	2015-11-24 18:12:20.000	2015-11-24 19:04:19.000	42
7111250011	1	13557	737	740	0072847	    	CX	2015-11-24 17:04:59.000	2015-11-24 18:26:41.000	82
7111250012	1	13603	783	740	0072850	    	CX	2015-11-24 16:49:04.000	2015-11-24 18:47:00.000	50
7111250013	1	13529	709	740	0072842	    	CX	2015-11-24 14:35:16.000	2015-11-24 15:15:05.000	30
7111250014	1	13847	026	740	0072879	    	CX	2015-11-24 21:34:24.000	2015-11-24 22:34:42.000	60
7111250026	1	13612	792	740	0072852	    	CX	2015-11-24 17:22:53.000	2015-11-24 18:29:24.000	67
7111250029	1	13863	042	739	0037189	    	CW	2015-11-24 21:47:51.000	2015-11-24 22:32:17.000	45
7111250036	1	13521	701	741	0016983	    	CX	2015-11-24 14:25:38.000	2015-11-24 17:42:08.000	157
7111250037	1	14306	485	740	0072943	    	CX	2015-11-25 10:23:58.000	2015-11-25 11:50:23.000	42
7111250038	1	13750	929	740	0072868	    	CX	2015-11-24 20:28:30.000	2015-11-24 21:34:17.000	21
7111250042	1	13826	005	741	0016997	    	CX	2015-11-24 21:35:25.000	2015-11-24 22:23:09.000	48
7111250044	1	13722	902	740	0072864	    	CX	2015-11-24 18:28:37.000	2015-11-24 22:41:07.000	104
7111250045	1	13479	659	740	0072836	    	CX	2015-11-24 23:28:22.000	2015-11-24 23:53:53.000	13
7111250046	1	13812	991	740	0072875	    	CX	2015-11-24 20:24:35.000	2015-11-24 22:09:06.000	60
7111250050	1	13776	955	740	0072870	    	CX	2015-11-24 20:35:06.000	2015-11-24 23:54:39.000	144
7111250054	1	13726	905	741	0016993	    	CX	2015-11-24 19:11:00.000	2015-11-25 10:30:46.000	15
7111250059	1	13896	075	741	0016998	    	CX	2015-11-24 22:25:48.000	2015-11-24 23:35:07.000	60
7111250060	1	13769	948	739	0037187	    	CW	2015-11-24 19:48:05.000	2015-11-24 20:29:22.000	41
7111250061	1	14041	220	740	0072906	    	CX	2015-11-25 14:48:12.000	2015-11-25 15:41:27.000	27
7111250063	1	13740	919	740	0072866	    	CX	2015-11-24 19:14:41.000	2015-11-25 13:50:03.000	6
7111250064	1	13676	856	741	0016988	    	CX	2015-11-24 17:22:51.000	2015-11-24 18:48:56.000	76
7111250066	1	14392	569	739	0037201	    	CW	2015-11-25 13:32:39.000	2015-11-25 15:42:46.000	117
7111250073	1	13661	841	740	0072860	    	CX	2015-11-24 17:16:12.000	2015-11-24 18:10:31.000	54
7111250074	1	14134	313	740	0072920	    	CX	2015-11-25 09:45:29.000	2015-11-25 10:11:53.000	26
7111250075	1	14406	583	740	0072959	    	CX	2015-11-25 17:09:51.000	2015-11-25 17:31:07.000	22
7111250078	1	13654	834	740	0072859	    	CX	2015-11-24 18:24:52.000	2015-11-24 20:07:01.000	93
7111250079	1	13716	896	740	0072863	    	CX	2015-11-24 18:05:48.000	2015-11-25 09:51:54.000	11
7111250082	1	14020	199	740	0072903	    	CX	2015-11-25 01:06:45.000	2015-11-25 01:59:04.000	44
7111250084	1	13819	998	740	0072876	    	CX	2015-11-24 21:32:11.000	2015-11-24 21:51:16.000	19
7111250086	1	14256	435	740	0072936	    	CX	2015-11-25 09:52:41.000	2015-11-25 11:31:09.000	54
7111250090	1	14372	549	740	0072954	    	CX	2015-11-25 19:32:45.000	2015-11-25 20:05:46.000	33
7111250098	1	13836	015	740	0072878	    	CX	2015-11-24 20:32:22.000	2015-11-24 22:10:53.000	53
7111250099	1	13923	102	740	0072890	    	CX	2015-11-25 11:25:47.000	2015-11-25 15:39:42.000	12
7111250100	1	14223	402	740	0072931	    	CX	2015-11-25 09:15:26.000	2015-11-25 10:21:45.000	66
7111250105	1	13884	063	740	0072885	    	CX	2015-11-24 23:24:43.000	2015-11-25 13:32:32.000	4
7111250106	1	13853	032	740	0072880	    	CX	2015-11-24 22:07:24.000	2015-11-24 22:48:01.000	41
7111250111	1	13791	970	741	0016995	    	CX	2015-11-24 20:39:54.000	2015-11-25 14:35:34.000	27
7111250112	1	13625	805	740	0072854	    	CX	2015-11-24 17:08:10.000	2015-11-24 17:39:09.000	31
7111250116	1	14416	593	740	0072960	    	CX	2015-11-25 18:07:40.000	2015-11-25 18:58:28.000	41
7111250119	1	13619	799	740	0072853	    	CX	2015-11-24 17:27:36.000	2015-11-25 00:16:16.000	11
7111250123	1	13927	106	740	0072891	    	CX	2015-11-25 13:36:46.000	2015-11-25 13:40:04.000	4
7111250124	1	13649	829	740	0072858	    	CX	2015-11-24 17:13:09.000	2015-11-24 17:59:47.000	46
7111250128	1	13930	109	740	0072892	    	CX	2015-11-24 23:58:36.000	2015-11-25 15:10:51.000	26
7111250130	1	13647	827	740	0072857	    	CX	2015-11-24 17:40:43.000	2015-11-24 18:26:29.000	46
7111250135	1	13966	145	740	0072895	    	CX	2015-11-24 23:18:57.000	2015-11-25 13:59:54.000	61
7111250136	1	13977	156	741	0017001	    	CX	2015-11-25 00:18:46.000	2015-11-25 07:48:20.000	63
7111250137	1	13788	967	740	0072872	    	CX	2015-11-24 19:49:18.000	2015-11-24 22:17:48.000	103
7111250138	1	13903	082	740	0072888	    	CX	2015-11-24 22:09:08.000	2015-11-25 14:03:58.000	6
7111250139	1	14249	428	740	0072935	    	CX	2015-11-25 17:57:10.000	2015-11-25 23:22:40.000	190
7111250141	1	13582	762	741	0016985	    	CX	2015-11-24 17:11:56.000	2015-11-24 17:44:32.000	33
7111250142	1	13887	066	740	0072886	    	CX	2015-11-24 22:20:40.000	2015-11-24 23:42:50.000	3
7111250144	1	13941	120	741	0016999	    	CX	2015-11-24 22:50:15.000	2015-11-25 01:54:18.000	53
7111250146	1	14070	249	740	0072910	    	CX	2015-11-25 06:37:40.000	2015-11-25 07:39:27.000	62
7111250147	1	13961	140	741	0017000	    	CX	2015-11-25 00:16:05.000	2015-11-25 01:47:43.000	81
7111250149	1	14209	388	741	0017006	    	CX	2015-11-25 20:10:06.000	2015-11-25 21:54:39.000	59
7111250150	1	13510	690	740	0072840	    	CX	2015-11-24 14:59:31.000	2015-11-24 15:34:04.000	25
7111250151	1	13704	884	739	0037185	    	CW	2015-11-25 01:05:22.000	2015-11-25 18:27:21.000	163
7111250154	1	14115	294	739	0037195	    	CW	2015-11-25 06:58:38.000	2015-11-25 08:14:19.000	76
7111250157	1	13764	943	740	0072869	    	CX	2015-11-24 19:23:27.000	2015-11-24 20:06:37.000	43
7111250160	1	13711	891	741	0016992	    	CX	2015-11-24 18:15:45.000	2015-11-24 19:16:36.000	51
7111250161	1	13809	988	740	0072874	    	CX	2015-11-24 20:31:29.000	2015-11-25 01:24:34.000	146
7111250162	1	13795	974	740	0072873	    	CX	2015-11-25 09:06:26.000	2015-11-25 14:38:06.000	7
7111250164	1	13867	046	740	0072882	    	CX	2015-11-25 10:24:19.000	2015-11-25 13:38:01.000	8
7111250166	1	14024	203	740	0072904	    	CX	2015-11-25 06:51:30.000	2015-11-25 07:34:03.000	43
7111250167	1	14101	280	740	0072915	    	CX	2015-11-25 07:02:25.000	2015-11-26 10:27:02.000	728
7111250169	1	13555	735	739	0037181	    	CW	2015-11-24 15:09:18.000	2015-11-24 16:33:30.000	48
7111250171	1	14073	252	740	0072911	    	CX	2015-11-25 08:15:23.000	2015-11-25 09:13:35.000	48
7111250173	1	14094	273	740	0072914	    	CX	2015-11-25 14:46:00.000	2015-11-25 15:14:47.000	15
7111250174	1	14202	381	741	0017005	    	CX	2015-11-25 09:16:06.000	2015-11-25 10:22:14.000	66
7111250180	1	14295	474	921	J050513	    	CF	2015-11-25 10:01:22.000	2015-11-25 12:19:52.000	93
7111250181	1	14023	202	920	J018858	    	CF	2015-11-25 15:06:53.000	2015-11-25 15:57:30.000	51
7111250184	1	13602	782	921	J050388	    	CF	2015-11-24 16:41:31.000	2015-11-24 17:07:04.000	26
7111250197	1	13938	117	921	J050448	    	CF	2015-11-24 23:57:55.000	2015-11-25 00:58:47.000	61
7111250203	1	14175	354	921	J050492	    	CF	2015-11-25 08:02:53.000	2015-11-25 08:12:32.000	10
7111250205	1	14387	564	921	J050530	    	CF	2015-11-25 13:50:20.000	2015-11-25 15:04:52.000	74
7111250208	1	13773	952	917	J068567	    	CF	2015-11-24 19:41:51.000	2015-11-24 21:36:39.000	70
7111250211	1	13539	719	921	J050376	    	CF	2015-11-24 14:54:10.000	2015-11-24 15:27:51.000	11
7111250214	1	14171	350	921	J050491	    	CF	2015-11-25 07:54:13.000	2015-11-25 08:06:16.000	12
7111250224	1	13895	074	921	J050438	    	CF	2015-11-24 22:31:24.000	2015-11-24 23:36:55.000	55
7111250232	1	14358	536	921	J050524	    	CF	2015-11-25 19:23:48.000	2015-11-25 20:07:33.000	30
7111250244	1	13898	077	921	J050439	    	CF	2015-11-24 22:29:13.000	2015-11-24 23:42:24.000	63
7111250252	1	14288	467	921	J050512	    	CF	2015-11-25 09:56:02.000	2015-11-25 10:37:15.000	41
7111250255	1	13660	840	917	J068539	    	CF	2015-11-24 18:42:00.000	2015-11-25 07:55:53.000	26
7111250259	1	13729	908	916	J058794	    	CF	2015-11-24 18:49:52.000	2015-11-24 19:29:01.000	40
7111250262	1	14333	512	916	J058932	    	CF	2015-11-25 19:03:41.000	2015-11-25 19:27:36.000	11
7111250264	1	13531	711	917	J068509	    	CF	2015-11-24 14:58:24.000	2015-11-24 20:24:53.000	52
7111250271	1	13738	917	916	J058796	    	CF	2015-11-25 06:58:59.000	2015-11-25 09:01:07.000	12
7111250272	1	14160	339	916	J058891	    	CF	2015-11-25 08:02:14.000	2015-11-25 08:53:54.000	41
7111250274	1	13935	114	921	J050447	    	CF	2015-11-24 23:32:29.000	2015-11-25 16:02:51.000	142
7111250278	1	13797	976	920	J018839	    	CF	2015-11-25 07:57:58.000	2015-11-25 08:57:30.000	23
7111250311	1	13905	084	921	J050441	    	CF	2015-11-25 10:27:26.000	2015-11-25 11:47:09.000	3
7111250314	1	13761	940	921	J050417	    	CF	2015-11-24 19:37:20.000	2015-11-25 11:52:03.000	154
7111250318	1	13682	862	921	J050401	    	CF	2015-11-24 17:57:17.000	2015-11-24 18:45:22.000	38
7111250319	1	13635	815	921	J050393	    	CF	2015-11-24 17:35:59.000	2015-11-24 18:53:27.000	68
7111250320	1	14090	269	921	J050475	    	CF	2015-11-25 06:36:33.000	2015-11-25 07:36:46.000	60
7111250321	1	13515	695	920	J018817	    	CF	2015-11-24 14:22:04.000	2015-11-24 14:59:30.000	37
7111250327	1	13985	164	920	J018854	    	CF	2015-11-25 12:57:58.000	2015-11-25 12:57:58.000	52
7111250333	1	13537	717	920	J018819	    	CF	2015-11-24 15:00:32.000	2015-11-24 15:27:44.000	17
7111250335	1	13994	173	920	J018855	    	CF	2015-11-25 15:18:46.000	2015-11-25 15:28:03.000	10
7111250337	1	13886	065	920	J018848	    	CF	2015-11-24 22:22:19.000	2015-11-24 23:23:10.000	61
7111250346	1	13607	787	920	J018824	    	CF	2015-11-24 16:46:38.000	2015-11-24 17:25:09.000	39
7111250347	1	13742	921	920	J018835	    	CF	2015-11-24 19:54:33.000	2015-11-24 20:27:34.000	33
7111250349	1	13852	031	920	J018843	    	CF	2015-11-25 09:02:12.000	2015-11-25 09:20:11.000	18
7111250351	1	13723	903	920	J018833	    	CF	2015-11-24 19:06:02.000	2015-11-24 20:00:21.000	54
7111250360	1	14021	200	920	J018857	    	CF	2015-11-25 15:15:39.000	NULL	NULL
7111250363	1	13592	772	920	J018823	    	CF	2015-11-24 15:42:26.000	2015-11-24 16:54:35.000	42
7111250367	1	14083	262	920	J018861	    	CF	2015-11-25 06:50:50.000	2015-11-25 07:48:43.000	58
7111250370	1	14314	493	920	J018878	    	CF	2015-11-25 19:45:01.000	2015-11-25 21:32:26.000	17
7111250378	1	13981	160	920	J018853	    	CF	2015-11-25 12:54:00.000	2015-11-25 13:46:53.000	5
7111250379	1	13614	794	920	J018825	    	CF	2015-11-25 01:27:30.000	2015-11-25 01:27:30.000	40
7111250382	1	14321	500	920	J018879	    	CF	2015-11-25 18:53:59.000	2015-11-25 19:43:32.000	36
7111250386	1	14114	293	917	J068638	    	CF	2015-11-25 08:04:06.000	2015-11-25 08:55:42.000	41
7111250393	1	13786	965	917	J068570	    	CF	2015-11-24 19:55:27.000	2015-11-25 09:45:29.000	16
7111250400	1	14048	227	917	J068626	    	CF	2015-11-25 01:20:28.000	2015-11-25 06:31:37.000	56
7111250401	1	14222	401	917	J068663	    	CF	2015-11-25 16:47:07.000	2015-11-25 17:10:45.000	11
7111250411	1	13556	736	917	J068513	    	CF	2015-11-25 00:18:26.000	2015-11-25 01:18:09.000	50
7111250413	1	13566	746	917	J068516	    	CF	2015-11-24 15:32:25.000	2015-11-24 16:41:09.000	39
7111250419	1	13650	830	917	J068536	    	CF	2015-11-25 01:27:29.000	2015-11-25 01:41:22.000	14
7111250424	1	13703	883	917	J068550	    	CF	2015-11-24 18:50:46.000	2015-11-24 19:36:25.000	46
7111250429	1	13594	774	917	J068524	    	CF	2015-11-24 16:56:35.000	2015-11-24 17:52:52.000	56
7111250434	1	14086	265	917	J068633	    	CF	2015-11-25 06:34:06.000	2015-11-25 16:54:36.000	24
7111250437	1	13933	112	917	J068601	    	CF	2015-11-25 10:31:26.000	2015-11-26 01:02:07.000	170
7111250439	1	14038	217	917	J068624	    	CF	2015-11-25 13:32:40.000	2015-11-25 13:43:23.000	11
