IDNO	LINE	BDNO	BCNO	FR_CODE	FR_SEQ	CAR_FAMILY	CAR_NAME	RS_DATETIME	RF_DATETIME	STAYRESULT
7111250449	1	13578	758	917	J068519	    	CF	2015-11-24 16:39:39.000	2015-11-24 17:04:47.000	25
7111250452	1	14225	404	917	J068664	    	CF	2015-11-25 16:49:52.000	2015-11-25 17:02:13.000	13
7111250459	1	13628	808	917	J068532	    	CF	2015-11-24 17:31:10.000	2015-11-24 20:11:05.000	150
7111250461	1	14001	180	917	J068616	    	CF	2015-11-25 15:20:09.000	2015-11-25 15:20:09.000	148
7111250462	1	13581	761	917	J068520	    	CF	2015-11-24 16:47:37.000	2015-11-24 17:28:44.000	41
7111250469	1	13835	014	917	J068579	    	CF	2015-11-25 10:50:10.000	NULL	NULL
7111250470	1	13664	844	917	J068540	    	CF	2015-11-24 18:05:00.000	2015-11-24 19:54:19.000	99
7111250471	1	13783	962	917	J068569	    	CF	2015-11-25 07:53:32.000	2015-11-25 09:41:33.000	11
7111250475	1	13608	788	917	J068528	    	CF	2015-11-24 16:48:11.000	2015-11-25 01:11:23.000	29
7111250477	1	13803	982	917	J068574	    	CF	2015-11-24 21:34:50.000	2015-11-25 12:14:15.000	176
7111250483	1	14131	310	917	J068643	    	CF	2015-11-25 15:39:26.000	2015-11-25 17:46:00.000	76
7111250487	1	13763	942	917	J068563	    	CF	2015-11-24 19:21:15.000	2015-11-24 20:02:09.000	41
7111250496	1	13727	906	917	J068556	    	CF	2015-11-25 06:59:43.000	2015-11-25 07:26:42.000	6
7111250504	1	13828	007	917	J068578	    	CF	2015-11-24 20:21:55.000	2015-11-24 22:38:33.000	92
7111250509	1	13906	085	917	J068596	    	CF	2015-11-24 22:43:38.000	2015-11-25 12:29:28.000	7
7111250513	1	13866	045	917	J068587	    	CF	2015-11-24 21:52:22.000	2015-11-24 22:44:20.000	52
7111250517	1	13617	797	917	J068530	    	CF	2015-11-24 16:55:55.000	2015-11-24 18:30:57.000	95
7111250528	1	14167	346	917	J068650	    	CF	2015-11-25 16:42:05.000	2015-11-25 16:57:40.000	15
7111250529	1	13924	103	917	J068599	    	CF	2015-11-24 23:13:50.000	2015-11-25 12:30:41.000	1
7111250532	1	14174	353	917	J068652	    	CF	2015-11-25 16:45:49.000	2015-11-25 17:13:16.000	13
7111250541	1	13839	018	917	J068580	    	CF	2015-11-24 21:53:04.000	2015-11-24 21:58:11.000	5
7111250542	1	13869	048	917	J068588	    	CF	2015-11-24 21:59:55.000	2015-11-25 14:25:33.000	9
7111250544	1	14018	197	917	J068619	    	CF	2015-11-25 13:35:34.000	2015-11-25 14:12:58.000	2
7111250547	1	13855	034	917	J068584	    	CF	2015-11-24 22:52:01.000	2015-11-25 12:01:06.000	4
7111250549	1	14159	338	917	J068649	    	CF	2015-11-25 07:41:37.000	2015-11-25 08:42:38.000	51
7111250554	1	14397	574	917	J068697	    	CF	2015-11-25 13:36:37.000	2015-11-25 15:00:14.000	84
7111250561	1	13926	105	916	J058838	    	CF	2015-11-24 23:23:24.000	2015-11-25 00:14:00.000	41
7111250567	1	13601	781	916	J058767	    	CF	2015-11-24 16:59:08.000	2015-11-24 18:27:22.000	88
7111250579	1	13872	051	916	J058825	    	CF	2015-11-25 15:13:02.000	NULL	NULL
7111250584	1	14294	473	916	J058922	    	CF	2015-11-25 10:18:38.000	2015-11-25 13:21:14.000	138
7111250585	1	14383	560	916	J058945	    	CF	2015-11-25 13:35:43.000	2015-11-25 15:13:00.000	90
7111250596	1	13752	931	916	J058799	    	CF	2015-11-24 19:22:17.000	2015-11-24 20:08:24.000	46
7111250598	1	13587	767	916	J058766	    	CF	2015-11-24 15:39:46.000	2015-11-25 01:17:07.000	6
7111250608	1	14093	272	916	J058876	    	CF	2015-11-25 07:59:33.000	2015-11-25 09:37:31.000	88
7111250618	1	13921	100	916	J058836	    	CF	2015-11-24 23:16:17.000	2015-11-25 00:35:04.000	69
7111250619	1	14058	237	916	J058867	    	CF	2015-11-25 01:21:35.000	2015-11-25 06:37:35.000	61
7111250621	1	14281	460	916	J058919	    	CF	2015-11-25 09:45:08.000	2015-11-25 11:25:42.000	55
7111250625	1	14061	240	916	J058868	    	CF	2015-11-25 01:32:54.000	2015-11-25 06:53:43.000	66
7111250629	1	13700	880	916	J058789	    	CF	2015-11-24 18:20:08.000	2015-11-25 13:55:27.000	8
7111250631	1	14163	342	916	J058892	    	CF	2015-11-25 07:43:59.000	2015-11-25 09:01:04.000	68
7111250637	1	14179	358	916	J058896	    	CF	2015-11-25 17:33:27.000	2015-11-25 18:55:03.000	72
7111250638	1	14075	254	916	J058872	    	CF	2015-11-25 13:54:16.000	2015-11-25 15:13:46.000	28
7111250651	1	14322	501	916	J058929	    	CF	2015-11-25 11:27:05.000	2015-11-25 12:18:05.000	51
7111250657	1	13621	801	916	J058772	    	CF	2015-11-24 17:28:39.000	2015-11-24 18:13:45.000	45
7111250661	1	13565	745	916	J058762	    	CF	2015-11-24 15:14:52.000	2015-11-24 20:37:52.000	282
7111250662	1	13662	842	916	J058782	    	CF	2015-11-25 01:32:54.000	2015-11-25 07:19:02.000	10
7111250668	1	13648	828	916	J058779	    	CF	2015-11-24 17:36:40.000	2015-11-25 07:50:58.000	80
7111250672	1	13777	956	916	J058804	    	CF	2015-11-25 10:48:32.000	NULL	NULL
7111250681	1	13951	130	916	J058844	    	CF	2015-11-25 11:26:54.000	2015-11-26 00:34:31.000	11
7111250687	1	13821	000	916	J058814	    	CF	2015-11-24 20:34:13.000	2015-11-24 23:11:08.000	112
7111250693	1	14042	221	916	J058864	    	CF	2015-11-25 12:52:17.000	2015-11-25 13:34:32.000	5
7111250694	1	14421	598	916	J058953	    	CF	2015-11-25 13:36:58.000	2015-11-25 15:16:57.000	90
7111250695	1	14047	226	916	J058865	    	CF	2015-11-25 12:51:37.000	2015-11-25 14:20:38.000	2
7111250719	1	13801	980	917	J068573	    	CF	2015-11-24 20:16:29.000	2015-11-24 21:49:29.000	48
7111250720	1	13699	879	917	J068549	    	CF	2015-11-24 18:47:26.000	2015-11-24 19:30:58.000	43
7111250724	1	14004	183	916	J058855	    	CF	2015-11-25 00:13:25.000	2015-11-25 01:29:42.000	66
7111250737	1	14404	581	917	J068699	    	CF	2015-11-25 13:51:14.000	2015-11-25 15:10:17.000	74
7111250751	1	14036	215	921	J050465	    	CF	2015-11-25 14:49:47.000	2015-11-25 15:18:38.000	26
7111250758	1	14318	497	921	J050516	    	CF	2015-11-25 18:44:39.000	2015-11-25 19:58:15.000	62
7111250763	1	13546	726	921	J050378	    	CF	2015-11-24 15:15:32.000	2015-11-24 16:35:47.000	50
7111250766	1	13657	837	921	J050396	    	CF	2015-11-24 18:42:45.000	2015-11-25 15:51:18.000	50
7111250767	1	13824	003	921	J050428	    	CF	2015-11-24 20:19:10.000	2015-11-25 09:58:23.000	26
7111250769	1	13871	050	921	J050436	    	CF	2015-11-24 22:02:13.000	2015-11-24 22:41:14.000	39
7111250773	1	14196	375	921	J050496	    	CF	2015-11-25 08:14:42.000	2015-11-25 09:18:58.000	54
7111250774	1	14212	391	921	J050499	    	CF	2015-11-25 16:48:49.000	2015-11-25 19:25:53.000	147
7111250776	1	14325	504	921	J050517	    	CF	2015-11-25 19:30:58.000	2015-11-25 20:16:34.000	46
7111250780	1	13567	747	921	J050381	    	CF	2015-11-24 15:16:26.000	2015-11-25 09:01:23.000	7
7111250793	1	13775	954	921	J050419	    	CF	2015-11-25 10:23:50.000	NULL	NULL
7111250796	1	13790	969	921	J050421	    	CF	2015-11-25 11:00:53.000	NULL	NULL
7111250815	1	13765	944	916	J058802	    	CF	2015-11-25 09:01:34.000	2015-11-25 09:15:15.000	14
7111250838	1	13663	843	038	J020549	    	SV	2015-11-24 18:58:01.000	2015-11-24 19:56:59.000	58
7111250843	1	13569	749	038	J020545	    	SV	2015-11-24 16:58:39.000	2015-11-24 17:15:19.000	17
7111250844	1	13503	683	038	J020542	    	SV	2015-11-24 14:26:21.000	2015-11-24 15:07:51.000	39
7111250847	1	13709	889	038	J020551	    	SV	2015-11-24 19:02:28.000	2015-11-24 20:20:10.000	78
7111250867	1	13798	977	038	J020555	    	SV	2015-11-25 11:25:58.000	2015-11-25 14:10:50.000	155
7111250877	1	14216	395	038	J020573	    	SV	2015-11-25 09:18:03.000	2015-11-25 10:01:09.000	43
7111250879	1	13668	848	982	6001155	    	BW	2015-11-24 18:10:21.000	2015-11-24 19:21:04.000	61
7111250880	1	13877	056	982	6001156	    	BW	2015-11-25 01:32:38.000	2015-11-25 07:38:00.000	111
7111250885	1	13737	916	984	6005514	    	BW	2015-11-25 09:17:49.000	2015-11-25 15:18:50.000	62
7111250887	1	13596	776	984	6005513	    	BW	2015-11-24 16:50:51.000	2015-11-24 19:00:24.000	58
7111250890	1	14017	196	984	6005515	    	BW	2015-11-25 00:55:24.000	2015-11-25 01:57:16.000	52
7111250891	1	13954	133	983	6021392	    	BW	2015-11-25 06:56:11.000	2015-11-25 16:50:41.000	20
7111250894	1	14302	481	988	J107253	    	BX	2015-11-25 15:18:00.000	2015-11-25 16:54:58.000	66
7111250896	1	13983	162	988	J107249	    	BX	2015-11-25 08:16:37.000	2015-11-25 10:33:40.000	127
7111250899	1	13528	708	988	J107243	    	BX	2015-11-24 16:50:17.000	2015-11-24 17:22:28.000	32
7111250904	1	13562	742	988	J107244	    	BX	2015-11-24 15:36:13.000	2015-11-24 16:44:44.000	38
7111250907	1	13620	800	091	4015417	    	CN	2015-11-24 17:15:09.000	2015-11-24 17:47:13.000	32
7111250910	1	13833	012	083	4005395	    	CN	2015-11-24 21:31:31.000	2015-11-25 17:42:48.000	72
7111250913	1	13517	697	703	J081872	    	CN	2015-11-24 14:52:11.000	2015-11-24 15:06:58.000	13
7111250914	1	13747	926	703	J081879	    	CN	2015-11-25 18:06:34.000	2015-11-25 18:51:01.000	35
7111250921	1	13805	984	703	J081881	    	CN	2015-11-25 10:29:14.000	2015-11-25 14:02:10.000	1
7111250927	1	13688	868	703	J081877	    	CN	2015-11-25 09:56:39.000	2015-11-25 10:05:18.000	9
7111250929	1	13891	070	703	J081883	    	CN	2015-11-24 22:30:30.000	2015-11-25 17:37:42.000	84
7111250932	1	13781	960	703	J081880	    	CN	2015-11-24 21:27:00.000	2015-11-24 22:45:15.000	78
7111250934	1	14034	213	703	J081887	    	CN	2015-11-25 01:24:13.000	2015-11-25 06:34:26.000	55
7111260001	1	14735	911	739	0037210	    	CW	2015-11-25 19:43:48.000	2015-11-25 22:12:55.000	27
7111260002	1	15201	377	739	0037222	    	CW	2015-11-26 09:26:30.000	2015-11-26 10:34:27.000	68
7111260003	1	14584	761	740	0072980	    	CX	2015-11-25 17:27:38.000	2015-11-25 21:32:03.000	190
7111260004	1	14971	147	740	0073032	    	CX	2015-11-26 00:33:48.000	2015-11-26 01:34:50.000	51
7111260005	1	14642	819	740	0072988	    	CX	2015-11-25 17:47:08.000	2015-11-25 19:23:45.000	86
7111260008	1	14644	821	740	0072989	    	CX	2015-11-25 17:32:17.000	2015-11-25 18:56:40.000	74
7111260009	1	14800	976	740	0073008	    	CX	2015-11-25 20:23:19.000	2015-11-26 00:37:17.000	57
7111260010	1	15170	346	740	0073060	    	CX	2015-11-26 09:32:13.000	NULL	NULL
7111260014	1	14608	785	741	0017016	    	CX	2015-11-25 17:16:49.000	2015-11-25 17:48:54.000	32
7111260015	1	15077	253	741	0017028	    	CX	2015-11-26 07:14:57.000	2015-11-26 08:05:39.000	51
7111260019	1	14843	019	740	0073013	    	CX	2015-11-25 22:02:59.000	2015-11-26 07:03:10.000	172
7111260021	1	14961	137	740	0073031	    	CX	2015-11-26 00:32:01.000	2015-11-26 01:33:56.000	51
7111260023	1	15029	205	740	0073040	    	CX	2015-11-26 06:41:55.000	2015-11-26 10:30:54.000	115
7111260024	1	15047	223	739	0037218	    	CW	2015-11-26 01:27:41.000	2015-11-26 07:15:24.000	93
7111260027	1	14947	123	739	0037215	    	CW	2015-11-25 23:12:12.000	2015-11-25 23:49:58.000	27
7111260030	1	14864	040	740	0073016	    	CX	2015-11-26 09:34:59.000	2015-11-26 09:38:30.000	4
7111260033	1	14589	766	740	0072981	    	CX	2015-11-25 16:32:03.000	2015-11-25 17:20:33.000	48
7111260034	1	14903	079	740	0073021	    	CX	2015-11-26 00:59:37.000	2015-11-26 07:12:52.000	108
7111260035	1	14457	634	741	0017009	    	CX	2015-11-25 14:24:41.000	2015-11-25 16:32:31.000	88
7111260037	1	14831	007	740	0073011	    	CX	2015-11-25 22:26:59.000	2015-11-26 07:11:04.000	99
7111260044	1	14738	914	741	0017019	    	CX	2015-11-25 19:52:58.000	2015-11-25 20:25:22.000	33
7111260045	1	14877	053	741	0017024	    	CX	2015-11-26 10:24:52.000	NULL	NULL
7111260047	1	14559	736	741	0017013	    	CX	2015-11-25 16:42:45.000	2015-11-25 17:58:07.000	76
7111260050	1	14524	701	740	0072975	    	CX	2015-11-25 15:03:36.000	2015-11-25 17:15:11.000	92
7111260053	1	15088	264	739	0037219	    	CW	2015-11-26 07:25:20.000	2015-11-26 09:23:39.000	108
7111260054	1	14430	607	739	0037203	    	CW	2015-11-25 12:52:42.000	2015-11-25 14:06:05.000	64
7111260058	1	14502	679	740	0072971	    	CX	2015-11-25 14:50:12.000	2015-11-25 15:37:40.000	37
7111260062	1	14651	828	740	0072990	    	CX	2015-11-25 17:43:34.000	2015-11-25 18:28:34.000	45
7111260063	1	14924	100	740	0073025	    	CX	2015-11-25 22:49:37.000	2015-11-26 00:20:55.000	81
7111260064	1	14756	932	740	0073002	    	CX	2015-11-25 19:51:00.000	2015-11-25 21:29:20.000	53
7111260065	1	14787	963	740	0073007	    	CX	2015-11-25 22:42:34.000	2015-11-26 00:57:29.000	34
7111260066	1	15246	422	739	0037223	    	CW	2015-11-26 10:11:46.000	NULL	NULL
7111260068	1	14870	046	740	0073017	    	CX	2015-11-25 22:08:19.000	2015-11-25 23:31:10.000	77
7111260070	1	14601	778	740	0072982	    	CX	2015-11-26 01:25:09.000	2015-11-26 08:07:49.000	24
7111260074	1	15112	288	739	0037220	    	CW	2015-11-26 07:29:33.000	2015-11-26 08:16:37.000	47
7111260076	1	15005	181	740	0073036	    	CX	2015-11-26 07:11:10.000	2015-11-26 08:09:13.000	58
7111260077	1	15068	244	740	0073045	    	CX	2015-11-26 07:28:54.000	2015-11-26 09:09:14.000	91
7111260081	1	14529	706	739	0037205	    	CW	2015-11-25 17:23:48.000	2015-11-25 18:21:24.000	58
7111260083	1	15156	332	740	0073057	    	CX	2015-11-26 08:29:58.000	2015-11-26 09:40:47.000	61
7111260084	1	15189	365	740	0073062	    	CX	2015-11-26 09:29:32.000	NULL	NULL
7111260085	1	15243	419	740	0073070	    	CX	2015-11-26 10:06:58.000	NULL	NULL
7111260086	1	15222	398	740	0073067	    	CX	2015-11-26 09:47:47.000	NULL	NULL
7111260094	1	15146	322	740	0073055	    	CX	2015-11-26 07:46:57.000	2015-11-26 09:06:50.000	70
7111260095	1	14670	847	741	0017017	    	CX	2015-11-25 17:58:28.000	2015-11-25 19:29:26.000	81
7111260102	1	14742	918	740	0073001	    	CX	2015-11-25 20:25:46.000	2015-11-25 22:01:52.000	51
7111260111	1	14481	658	740	0072969	    	CX	2015-11-25 14:22:36.000	2015-11-26 06:46:46.000	16
7111260117	1	14940	116	740	0073028	    	CX	2015-11-25 23:55:43.000	2015-11-26 01:14:43.000	70
7111260119	1	14623	800	740	0072985	    	CX	2015-11-25 17:19:47.000	2015-11-25 23:24:31.000	66
7111260122	1	14766	942	740	0073003	    	CX	2015-11-25 19:59:38.000	2015-11-25 21:52:33.000	68
7111260125	1	14550	727	741	0017012	    	CX	2015-11-25 15:20:27.000	2015-11-25 16:33:25.000	43
7111260128	1	15149	325	740	0073056	    	CX	2015-11-26 09:38:46.000	NULL	NULL
7111260129	1	14637	814	740	0072987	    	CX	2015-11-25 17:45:21.000	2015-11-25 19:00:15.000	65
7111260132	1	14881	057	740	0073019	    	CX	2015-11-25 22:32:10.000	2015-11-26 00:38:26.000	22
7111260134	1	15270	446	740	0073073	    	CX	2015-11-26 10:33:34.000	NULL	NULL
7111260136	1	14664	841	740	0072991	    	CX	2015-11-25 18:45:49.000	2015-11-25 19:37:57.000	52
7111260137	1	14488	665	739	0037204	    	CW	2015-11-25 17:05:03.000	2015-11-25 17:23:30.000	18
7111260142	1	15177	353	740	0073061	    	CX	2015-11-26 09:32:53.000	2015-11-26 10:14:15.000	42
7111260145	1	15025	201	740	0073039	    	CX	2015-11-26 06:50:49.000	2015-11-26 07:44:03.000	54
7111260147	1	14711	887	740	0072997	    	CX	2015-11-26 09:32:16.000	NULL	NULL
7111260151	1	14628	805	740	0072986	    	CX	2015-11-25 17:13:53.000	2015-11-26 08:02:06.000	4
7111260159	1	14967	143	741	0017025	    	CX	2015-11-26 00:05:00.000	2015-11-26 07:29:53.000	179
7111260160	1	15225	401	740	0073068	    	CX	2015-11-26 10:20:19.000	NULL	NULL
7111260161	1	15216	392	740	0073066	    	CX	2015-11-26 09:43:54.000	NULL	NULL
7111260162	1	14814	990	740	0073009	    	CX	2015-11-25 20:35:23.000	2015-11-25 23:56:08.000	146
7111260163	1	15253	429	740	0073071	    	CX	2015-11-26 10:22:31.000	NULL	NULL
7111260164	1	14917	093	740	0073024	    	CX	2015-11-25 22:34:57.000	2015-11-26 00:40:51.000	116
7111260167	1	14621	798	740	0072984	    	CX	2015-11-25 17:28:47.000	2015-11-25 18:04:29.000	36
7111260168	1	15167	343	740	0073059	    	CX	2015-11-26 09:35:33.000	2015-11-26 10:37:28.000	62
7111260170	1	14988	164	741	0017026	    	CX	2015-11-26 00:51:38.000	2015-11-26 01:38:57.000	37
7111260172	1	14810	986	741	0017022	    	CX	2015-11-25 21:42:27.000	2015-11-25 22:50:32.000	68
7111260179	1	14842	018	921	J050617	    	CF	2015-11-25 22:03:39.000	2015-11-26 07:12:43.000	274
7111260181	1	14633	810	920	J018899	    	CF	2015-11-25 18:10:06.000	2015-11-25 19:25:33.000	65
7111260182	1	14424	601	921	J050537	    	CF	2015-11-25 13:54:41.000	2015-11-25 15:09:23.000	71
7111260196	1	14555	732	921	J050565	    	CF	2015-11-25 16:44:19.000	2015-11-25 17:25:44.000	41
7111260219	1	14684	860	921	J050587	    	CF	2015-11-26 09:00:17.000	2015-11-26 09:09:05.000	9
7111260223	1	15092	268	921	J050660	    	CF	2015-11-26 07:53:56.000	2015-11-26 09:38:03.000	95
7111260226	1	15051	227	921	J050654	    	CF	2015-11-26 06:33:56.000	2015-11-26 06:56:00.000	23
7111260227	1	14781	957	920	J018909	    	CF	2015-11-26 08:44:58.000	2015-11-26 08:48:23.000	4
7111260230	1	14444	621	917	J068708	    	CF	2015-11-25 13:51:40.000	2015-11-25 14:24:52.000	33
7111260232	1	14434	611	917	J068705	    	CF	2015-11-25 13:38:10.000	2015-11-25 14:10:42.000	32
7111260256	1	14982	158	921	J050641	    	CF	2015-11-26 09:51:23.000	NULL	NULL
7111260262	1	14667	844	916	J059009	    	CF	2015-11-25 18:43:50.000	2015-11-25 19:53:02.000	70
7111260271	1	15237	413	917	J068881	    	CF	2015-11-26 10:04:58.000	NULL	NULL
7111260283	1	14902	078	920	J018919	    	CF	2015-11-25 23:35:24.000	2015-11-26 01:21:04.000	96
7111260287	1	14975	151	916	J059077	    	CF	2015-11-26 00:59:05.000	2015-11-26 06:35:49.000	71
7111260289	1	14503	680	916	J058974	    	CF	2015-11-25 14:49:05.000	2015-11-26 08:15:10.000	198
7111260324	1	14823	999	921	J050613	    	CF	2015-11-26 09:06:22.000	2015-11-26 09:09:45.000	3
7111260327	1	15251	427	921	J050689	    	CF	2015-11-26 10:41:12.000	NULL	NULL
7111260331	1	14919	095	920	J018921	    	CF	2015-11-25 23:29:05.000	2015-11-26 01:36:37.000	111
7111260333	1	14726	902	920	J018906	    	CF	2015-11-25 19:54:02.000	2015-11-25 20:29:50.000	35
7111260335	1	14485	662	920	J018888	    	CF	2015-11-25 15:39:08.000	2015-11-25 15:55:43.000	16
7111260367	1	14832	008	920	J018913	    	CF	2015-11-25 22:21:41.000	2015-11-26 01:12:16.000	154
7111260368	1	14599	776	920	J018895	    	CF	2015-11-25 17:46:14.000	2015-11-26 07:32:00.000	31
7111260369	1	15055	231	920	J018930	    	CF	2015-11-26 07:17:34.000	2015-11-26 07:32:35.000	15
7111260388	1	14710	886	920	J018904	    	CF	2015-11-25 19:40:27.000	2015-11-25 20:19:06.000	39
7111260389	1	14860	036	920	J018915	    	CF	2015-11-25 23:11:00.000	2015-11-25 23:48:10.000	27
7111260392	1	14451	628	917	J068709	    	CF	2015-11-25 13:56:49.000	2015-11-25 15:34:06.000	88
7111260393	1	14764	940	917	J068778	    	CF	2015-11-26 10:47:12.000	NULL	NULL
7111260398	1	14620	797	917	J068746	    	CF	2015-11-25 17:57:01.000	2015-11-25 18:23:12.000	26
7111260407	1	15152	328	917	J068863	    	CF	2015-11-26 09:07:04.000	NULL	NULL
7111260408	1	14879	055	917	J068805	    	CF	2015-11-26 06:33:11.000	2015-11-26 07:21:40.000	48
7111260409	1	15053	229	917	J068842	    	CF	2015-11-26 07:20:40.000	2015-11-26 08:43:23.000	73
7111260423	1	14569	746	917	J068732	    	CF	2015-11-26 00:28:53.000	2015-11-26 01:34:20.000	56
7111260425	1	15086	262	917	J068849	    	CF	2015-11-26 07:16:09.000	2015-11-26 07:57:59.000	41
7111260426	1	14595	772	917	J068738	    	CF	2015-11-25 17:06:45.000	2015-11-25 19:41:32.000	145
7111260439	1	15180	356	917	J068869	    	CF	2015-11-26 09:00:06.000	2015-11-26 09:44:32.000	44
7111260443	1	15234	410	917	J068880	    	CF	2015-11-26 10:25:22.000	NULL	NULL
7111260444	1	14778	954	917	J068781	    	CF	2015-11-25 21:31:28.000	2015-11-26 10:00:10.000	38
7111260449	1	15096	272	917	J068851	    	CF	2015-11-26 07:49:52.000	NULL	NULL
7111260455	1	14609	786	917	J068743	    	CF	2015-11-25 17:17:52.000	2015-11-25 18:16:56.000	59
7111260504	1	14734	910	917	J068770	    	CF	2015-11-26 07:53:09.000	2015-11-26 08:13:16.000	20
7111260516	1	14720	896	917	J068767	    	CF	2015-11-25 19:41:08.000	2015-11-26 09:46:59.000	22
7111260525	1	14700	876	917	J068763	    	CF	2015-11-25 18:59:09.000	2015-11-25 19:46:00.000	47
7111260548	1	14956	132	917	J068819	    	CF	2015-11-25 23:47:22.000	2015-11-26 01:31:16.000	94
7111260569	1	14606	783	916	J058996	    	CF	2015-11-25 17:16:28.000	2015-11-25 20:13:00.000	167
7111260570	1	15124	300	916	J059111	    	CF	2015-11-26 08:04:59.000	2015-11-26 09:48:07.000	94
7111260572	1	14521	698	916	J058980	    	CF	2015-11-25 15:10:30.000	2015-11-25 16:40:05.000	55
7111260573	1	14938	114	916	J059070	    	CF	2015-11-25 23:40:03.000	2015-11-26 00:55:17.000	75
7111260592	1	15213	389	916	J059131	    	CF	2015-11-26 09:57:06.000	NULL	NULL
7111260601	1	14602	779	916	J058995	    	CF	2015-11-25 17:28:07.000	2015-11-25 18:07:04.000	39
7111260607	1	14732	908	916	J059024	    	CF	2015-11-25 20:02:42.000	2015-11-25 22:00:05.000	73
7111260618	1	14792	968	916	J059036	    	CF	2015-11-25 21:39:39.000	2015-11-25 22:41:01.000	62
7111260621	1	14715	891	916	J059020	    	CF	2015-11-25 19:43:08.000	2015-11-25 21:34:48.000	66
7111260657	1	14705	881	916	J059017	    	CF	2015-11-26 06:42:23.000	2015-11-26 06:45:18.000	3
7111260676	1	14788	964	916	J059035	    	CF	2015-11-26 09:50:54.000	NULL	NULL
7111260682	1	14724	900	916	J059022	    	CF	2015-11-25 19:58:02.000	2015-11-25 21:48:58.000	65
7111260696	1	15082	258	916	J059101	    	CF	2015-11-26 07:45:52.000	2015-11-26 09:11:06.000	76
7111260702	1	15238	414	916	J059136	    	CF	2015-11-26 10:24:05.000	NULL	NULL
7111260725	1	14453	630	916	J058960	    	CF	2015-11-25 13:55:02.000	2015-11-25 14:27:34.000	32
7111260730	1	14707	883	917	J068765	    	CF	2015-11-26 10:06:15.000	2015-11-26 10:16:22.000	10
7111260731	1	14435	612	917	J068706	    	CF	2015-11-25 13:36:18.000	2015-11-25 14:15:23.000	39
7111260738	1	14899	075	917	J068809	    	CF	2015-11-25 23:10:20.000	2015-11-26 00:46:36.000	86
7111260750	1	15027	203	921	J050650	    	CF	2015-11-26 07:56:17.000	2015-11-26 09:55:50.000	109
7111260768	1	14586	763	921	J050570	    	CF	2015-11-25 17:15:00.000	2015-11-25 17:45:55.000	30
7111260773	1	14771	947	921	J050604	    	CF	2015-11-25 20:00:14.000	2015-11-25 21:33:01.000	48
7111260779	1	14600	777	921	J050573	    	CF	2015-11-25 17:37:01.000	2015-11-25 19:13:24.000	86
7111260784	1	14854	030	921	J050619	    	CF	2015-11-25 22:09:58.000	2015-11-25 23:08:21.000	59
7111260799	1	14818	994	921	J050611	    	CF	2015-11-25 20:37:20.000	2015-11-25 22:20:27.000	58
7111260810	1	14492	669	921	J050552	    	CF	2015-11-25 14:28:01.000	2015-11-25 16:50:16.000	102
7111260827	1	14779	955	921	J050605	    	CF	2015-11-25 21:35:01.000	2015-11-25 22:26:59.000	51
7111260833	1	14627	804	921	J050577	    	CF	2015-11-25 18:31:06.000	NULL	NULL
7111260834	1	14885	061	921	J050623	    	CF	2015-11-25 22:44:25.000	2015-11-26 00:16:52.000	82
7111260835	1	14740	916	921	J050597	    	CF	2015-11-25 20:10:14.000	2015-11-25 21:45:07.000	50
7111260840	1	14678	854	038	J020593	    	SV	2015-11-26 08:44:17.000	NULL	NULL
7111260846	1	14657	834	038	J020592	    	SV	2015-11-26 07:17:05.000	2015-11-26 09:02:55.000	14
7111260848	1	14769	945	038	J020597	    	SV	2015-11-26 11:14:09.000	NULL	NULL
7111260856	1	14538	715	038	J020587	    	SV	2015-11-25 16:43:44.000	2015-11-25 18:42:32.000	109
7111260857	1	14587	764	038	J020589	    	SV	2015-11-25 17:08:19.000	2015-11-26 09:01:17.000	11
7111260859	1	14862	038	038	J020601	    	SV	2015-11-26 10:12:31.000	NULL	NULL
7111260860	1	14704	880	038	J020594	    	SV	2015-11-26 10:33:45.000	2015-11-26 10:44:13.000	7
7111260863	1	14817	993	038	J020599	    	SV	2015-11-26 10:01:52.000	2015-11-26 10:29:05.000	28
7111260865	1	14841	017	038	J020600	    	SV	2015-11-26 09:38:53.000	2015-11-26 10:18:09.000	40
7111260867	1	14725	901	038	J020595	    	SV	2015-11-26 08:18:40.000	NULL	NULL
7111260880	1	15218	394	983	6021394	    	BW	2015-11-26 10:14:49.000	2015-11-26 10:20:39.000	6
7111260881	1	15074	250	985	6007012	    	BW	2015-11-26 07:17:56.000	2015-11-26 09:15:36.000	108
7111260884	1	14824	000	984	6005522	    	BW	2015-11-25 22:26:21.000	2015-11-25 23:24:48.000	58
7111260885	1	14443	620	984	6005519	    	BW	2015-11-25 22:26:05.000	2015-11-25 23:43:14.000	22
7111260886	1	14930	106	982	6001159	    	BW	2015-11-25 23:59:16.000	2015-11-26 01:18:23.000	69
7111260889	1	14762	938	984	6005521	    	BW	2015-11-25 20:09:02.000	2015-11-26 10:21:54.000	3
7111260891	1	14964	140	984	6005523	    	BW	2015-11-26 00:06:57.000	2015-11-26 09:52:24.000	122
7111260894	1	14649	826	988	J107258	    	BX	2015-11-25 18:53:44.000	2015-11-26 09:51:22.000	4
7111260899	1	15105	281	988	J107265	    	BX	2015-11-26 08:30:37.000	2015-11-26 10:03:02.000	83
7111260908	1	14867	043	091	4015421	    	CN	2015-11-26 01:08:40.000	2015-11-26 07:57:33.000	147
