2016/12/02 20:12:23,6717747050,000,A,1009867,OK,0.315,-0.618,-0.347,-0.273,0.253
2016/12/02 20:12:23,6717847010,000,A,1009867,OK,1.842,-0.203,-0.596,0.195,0.32
2016/12/02 20:12:23,6717647060,000,A,1009867,OK,1.149,-1.016,0.204,1.884,-0.19,-0.276
2016/12/02 20:12:23,6717547060,000,A,1009867,OK,-0.032,-1.03,0.245,2.746,-0.259,-0.901
